Tran	Gene
ENSRNOT00000001746	ENSRNOG00000001296
ENSRNOT00000001752	ENSRNOG00000001300
ENSRNOT00000001759	ENSRNOG00000001302
ENSRNOT00000001764	ENSRNOG00000001303
ENSRNOT00000001766	ENSRNOG00000001304
ENSRNOT00000001772	ENSRNOG00000001311
ENSRNOT00000001774	ENSRNOG00000001309
ENSRNOT00000001775	ENSRNOG00000001312
ENSRNOT00000001779	ENSRNOG00000001313
ENSRNOT00000001783	ENSRNOG00000001314
ENSRNOT00000001784	ENSRNOG00000001317
ENSRNOT00000001791	ENSRNOG00000001324
ENSRNOT00000001792	ENSRNOG00000001325
ENSRNOT00000001794	ENSRNOG00000001316
ENSRNOT00000001797	ENSRNOG00000001329
ENSRNOT00000001799	ENSRNOG00000001331
ENSRNOT00000001801	ENSRNOG00000001333
ENSRNOT00000001806	ENSRNOG00000001336
ENSRNOT00000001807	ENSRNOG00000001337
ENSRNOT00000001809	ENSRNOG00000001338
ENSRNOT00000001810	ENSRNOG00000039234
ENSRNOT00000001813	ENSRNOG00000001342
ENSRNOT00000001815	ENSRNOG00000001341
ENSRNOT00000001816	ENSRNOG00000001344
ENSRNOT00000001817	ENSRNOG00000001345
ENSRNOT00000001818	ENSRNOG00000001347
ENSRNOT00000001820	ENSRNOG00000001346
ENSRNOT00000001822	ENSRNOG00000001348
ENSRNOT00000001825	ENSRNOG00000001349
ENSRNOT00000001826	ENSRNOG00000001352
ENSRNOT00000001827	ENSRNOG00000001353
ENSRNOT00000001829	ENSRNOG00000001355
ENSRNOT00000001831	ENSRNOG00000001357
ENSRNOT00000001844	ENSRNOG00000001368
ENSRNOT00000001849	ENSRNOG00000001367
ENSRNOT00000001853	ENSRNOG00000033220
ENSRNOT00000001855	ENSRNOG00000001375
ENSRNOT00000001856	ENSRNOG00000001374
ENSRNOT00000001859	ENSRNOG00000001377
ENSRNOT00000001860	ENSRNOG00000001378
ENSRNOT00000001863	ENSRNOG00000001379
ENSRNOT00000001869	ENSRNOG00000024616
ENSRNOT00000001871	ENSRNOG00000001387
ENSRNOT00000001872	ENSRNOG00000001385
ENSRNOT00000001874	ENSRNOG00000001389
ENSRNOT00000001875	ENSRNOG00000001388
ENSRNOT00000001876	ENSRNOG00000001388
ENSRNOT00000001882	ENSRNOG00000001391
ENSRNOT00000001883	ENSRNOG00000001392
ENSRNOT00000001890	ENSRNOG00000001396
ENSRNOT00000001891	ENSRNOG00000001397
ENSRNOT00000001893	ENSRNOG00000001399
ENSRNOT00000001894	ENSRNOG00000025001
ENSRNOT00000001899	ENSRNOG00000001402
ENSRNOT00000001905	ENSRNOG00000001407
ENSRNOT00000001910	ENSRNOG00000001408
ENSRNOT00000001911	ENSRNOG00000001409
ENSRNOT00000001912	ENSRNOG00000001410
ENSRNOT00000001913	ENSRNOG00000025310
ENSRNOT00000001914	ENSRNOG00000001412
ENSRNOT00000001916	ENSRNOG00000001414
ENSRNOT00000001918	ENSRNOG00000001415
ENSRNOT00000001921	ENSRNOG00000001417
ENSRNOT00000001923	ENSRNOG00000001419
ENSRNOT00000001924	ENSRNOG00000001420
ENSRNOT00000001933	ENSRNOG00000015783
ENSRNOT00000001935	ENSRNOG00000001425
ENSRNOT00000001937	ENSRNOG00000001426
ENSRNOT00000001938	ENSRNOG00000001427
ENSRNOT00000001939	ENSRNOG00000001428
ENSRNOT00000001940	ENSRNOG00000001429
ENSRNOT00000001941	ENSRNOG00000001430
ENSRNOT00000001943	ENSRNOG00000001431
ENSRNOT00000001950	ENSRNOG00000001432
ENSRNOT00000001952	ENSRNOG00000001434
ENSRNOT00000001953	ENSRNOG00000001435
ENSRNOT00000001954	ENSRNOG00000001436
ENSRNOT00000001957	ENSRNOG00000001439
ENSRNOT00000001958	ENSRNOG00000001440
ENSRNOT00000001960	ENSRNOG00000001441
ENSRNOT00000001961	ENSRNOG00000001442
ENSRNOT00000001962	ENSRNOG00000001443
ENSRNOT00000001963	ENSRNOG00000001444
ENSRNOT00000001968	ENSRNOG00000001449
ENSRNOT00000001970	ENSRNOG00000001450
ENSRNOT00000001971	ENSRNOG00000001451
ENSRNOT00000001973	ENSRNOG00000001452
ENSRNOT00000001975	ENSRNOG00000001453
ENSRNOT00000001979	ENSRNOG00000001456
ENSRNOT00000001989	ENSRNOG00000001457
ENSRNOT00000001990	ENSRNOG00000001466
ENSRNOT00000001996	ENSRNOG00000001470
ENSRNOT00000002003	ENSRNOG00000001476
ENSRNOT00000002006	ENSRNOG00000050193
ENSRNOT00000002010	ENSRNOG00000001478
ENSRNOT00000002020	ENSRNOG00000001479
ENSRNOT00000002028	ENSRNOG00000001480
ENSRNOT00000002030	ENSRNOG00000001482
ENSRNOT00000002032	ENSRNOG00000001483
ENSRNOT00000002033	ENSRNOG00000001484
ENSRNOT00000002037	ENSRNOG00000001488
ENSRNOT00000002038	ENSRNOG00000001489
ENSRNOT00000002040	ENSRNOG00000001490
ENSRNOT00000002043	ENSRNOG00000001493
ENSRNOT00000002044	ENSRNOG00000001494
ENSRNOT00000002046	ENSRNOG00000047986
ENSRNOT00000002050	ENSRNOG00000001499
ENSRNOT00000002052	ENSRNOG00000001500
ENSRNOT00000002053	ENSRNOG00000001501
ENSRNOT00000002054	ENSRNOG00000020801
ENSRNOT00000002058	ENSRNOG00000001506
ENSRNOT00000002062	ENSRNOG00000001510
ENSRNOT00000002064	ENSRNOG00000001512
ENSRNOT00000002066	ENSRNOG00000001514
ENSRNOT00000002068	ENSRNOG00000001515
ENSRNOT00000002072	ENSRNOG00000001517
ENSRNOT00000002075	ENSRNOG00000001518
ENSRNOT00000002076	ENSRNOG00000001519
ENSRNOT00000002078	ENSRNOG00000001520
ENSRNOT00000002083	ENSRNOG00000024663
ENSRNOT00000002085	ENSRNOG00000001524
ENSRNOT00000002089	ENSRNOG00000001527
ENSRNOT00000002091	ENSRNOG00000001528
ENSRNOT00000002094	ENSRNOG00000001531
ENSRNOT00000002109	ENSRNOG00000001544
ENSRNOT00000002111	ENSRNOG00000001547
ENSRNOT00000002114	ENSRNOG00000001548
ENSRNOT00000002116	ENSRNOG00000001551
ENSRNOT00000002119	ENSRNOG00000001554
ENSRNOT00000002121	ENSRNOG00000001555
ENSRNOT00000002131	ENSRNOG00000001566
ENSRNOT00000002132	ENSRNOG00000001567
ENSRNOT00000002134	ENSRNOG00000001559
ENSRNOT00000002135	ENSRNOG00000042531
ENSRNOT00000002137	ENSRNOG00000001570
ENSRNOT00000002138	ENSRNOG00000001571
ENSRNOT00000002140	ENSRNOG00000001572
ENSRNOT00000002145	ENSRNOG00000001578
ENSRNOT00000002148	ENSRNOG00000001581
ENSRNOT00000002150	ENSRNOG00000001573
ENSRNOT00000002151	ENSRNOG00000001582
ENSRNOT00000002152	ENSRNOG00000001585
ENSRNOT00000002155	ENSRNOG00000001588
ENSRNOT00000002156	ENSRNOG00000001589
ENSRNOT00000002158	ENSRNOG00000001584
ENSRNOT00000002169	ENSRNOG00000001592
ENSRNOT00000002173	ENSRNOG00000001598
ENSRNOT00000002174	ENSRNOG00000001597
ENSRNOT00000002177	ENSRNOG00000001601
ENSRNOT00000002180	ENSRNOG00000001602
ENSRNOT00000002182	ENSRNOG00000001603
ENSRNOT00000002187	ENSRNOG00000001607
ENSRNOT00000002188	ENSRNOG00000001608
ENSRNOT00000002191	ENSRNOG00000001609
ENSRNOT00000002194	ENSRNOG00000001611
ENSRNOT00000002198	ENSRNOG00000039567
ENSRNOT00000002206	ENSRNOG00000001618
ENSRNOT00000002209	ENSRNOG00000001621
ENSRNOT00000002215	ENSRNOG00000027992
ENSRNOT00000002220	ENSRNOG00000001627
ENSRNOT00000002221	ENSRNOG00000001628
ENSRNOT00000002222	ENSRNOG00000001629
ENSRNOT00000002223	ENSRNOG00000001627
ENSRNOT00000002231	ENSRNOG00000001632
ENSRNOT00000002232	ENSRNOG00000001634
ENSRNOT00000002233	ENSRNOG00000042975
ENSRNOT00000002238	ENSRNOG00000001640
ENSRNOT00000002240	ENSRNOG00000001642
ENSRNOT00000002241	ENSRNOG00000001644
ENSRNOT00000002242	ENSRNOG00000001643
ENSRNOT00000002247	ENSRNOG00000001647
ENSRNOT00000002255	ENSRNOG00000001653
ENSRNOT00000002257	ENSRNOG00000001654
ENSRNOT00000002258	ENSRNOG00000039680
ENSRNOT00000002259	ENSRNOG00000001656
ENSRNOT00000002260	ENSRNOG00000001657
ENSRNOT00000002277	ENSRNOG00000001675
ENSRNOT00000002281	ENSRNOG00000001679
ENSRNOT00000002284	ENSRNOG00000001681
ENSRNOT00000002285	ENSRNOG00000001680
ENSRNOT00000002289	ENSRNOG00000001684
ENSRNOT00000002291	ENSRNOG00000001686
ENSRNOT00000002292	ENSRNOG00000001687
ENSRNOT00000002293	ENSRNOG00000001689
ENSRNOT00000002297	ENSRNOG00000001691
ENSRNOT00000002299	ENSRNOG00000001692
ENSRNOT00000002308	ENSRNOG00000001699
ENSRNOT00000002309	ENSRNOG00000001700
ENSRNOT00000002310	ENSRNOG00000001701
ENSRNOT00000002313	ENSRNOG00000001704
ENSRNOT00000002316	ENSRNOG00000029178
ENSRNOT00000002321	ENSRNOG00000038160
ENSRNOT00000002323	ENSRNOG00000001708
ENSRNOT00000002327	ENSRNOG00000001710
ENSRNOT00000002329	ENSRNOG00000001711
ENSRNOT00000002330	ENSRNOG00000001713
ENSRNOT00000002331	ENSRNOG00000001712
ENSRNOT00000002333	ENSRNOG00000001714
ENSRNOT00000002334	ENSRNOG00000029529
ENSRNOT00000002338	ENSRNOG00000001717
ENSRNOT00000002343	ENSRNOG00000001717
ENSRNOT00000002346	ENSRNOG00000001720
ENSRNOT00000002348	ENSRNOG00000038539
ENSRNOT00000002350	ENSRNOG00000001724
ENSRNOT00000002353	ENSRNOG00000001726
ENSRNOT00000002354	ENSRNOG00000001727
ENSRNOT00000002355	ENSRNOG00000001728
ENSRNOT00000002356	ENSRNOG00000001729
ENSRNOT00000002358	ENSRNOG00000001719
ENSRNOT00000002361	ENSRNOG00000001733
ENSRNOT00000002366	ENSRNOG00000001736
ENSRNOT00000002373	ENSRNOG00000001739
ENSRNOT00000002376	ENSRNOG00000001742
ENSRNOT00000002381	ENSRNOG00000001746
ENSRNOT00000002382	ENSRNOG00000001748
ENSRNOT00000002392	ENSRNOG00000001754
ENSRNOT00000002394	ENSRNOG00000001750
ENSRNOT00000002395	ENSRNOG00000043345
ENSRNOT00000002396	ENSRNOG00000001757
ENSRNOT00000002397	ENSRNOG00000001758
ENSRNOT00000002403	ENSRNOG00000001762
ENSRNOT00000002405	ENSRNOG00000001765
ENSRNOT00000002407	ENSRNOG00000001766
ENSRNOT00000002408	ENSRNOG00000001767
ENSRNOT00000002410	ENSRNOG00000001770
ENSRNOT00000002411	ENSRNOG00000001769
ENSRNOT00000002418	ENSRNOG00000001776
ENSRNOT00000002421	ENSRNOG00000001777
ENSRNOT00000002425	ENSRNOG00000001773
ENSRNOT00000002427	ENSRNOG00000001781
ENSRNOT00000002428	ENSRNOG00000001782
ENSRNOT00000002429	ENSRNOG00000001783
ENSRNOT00000002432	ENSRNOG00000001786
ENSRNOT00000002435	ENSRNOG00000001789
ENSRNOT00000002439	ENSRNOG00000001792
ENSRNOT00000002443	ENSRNOG00000001793
ENSRNOT00000002444	ENSRNOG00000001794
ENSRNOT00000002445	ENSRNOG00000001785
ENSRNOT00000002447	ENSRNOG00000046836
ENSRNOT00000002450	ENSRNOG00000001797
ENSRNOT00000002452	ENSRNOG00000001796
ENSRNOT00000002462	ENSRNOG00000001803
ENSRNOT00000002465	ENSRNOG00000001807
ENSRNOT00000002476	ENSRNOG00000001811
ENSRNOT00000002477	ENSRNOG00000001813
ENSRNOT00000002478	ENSRNOG00000001813
ENSRNOT00000002482	ENSRNOG00000001813
ENSRNOT00000002484	ENSRNOG00000001815
ENSRNOT00000002486	ENSRNOG00000001817
ENSRNOT00000002487	ENSRNOG00000001816
ENSRNOT00000002492	ENSRNOG00000001821
ENSRNOT00000002496	ENSRNOG00000001823
ENSRNOT00000002498	ENSRNOG00000001825
ENSRNOT00000002499	ENSRNOG00000001823
ENSRNOT00000002500	ENSRNOG00000001820
ENSRNOT00000002502	ENSRNOG00000001828
ENSRNOT00000002507	ENSRNOG00000001827
ENSRNOT00000002510	ENSRNOG00000001833
ENSRNOT00000002511	ENSRNOG00000001834
ENSRNOT00000002513	ENSRNOG00000022021
ENSRNOT00000002517	ENSRNOG00000001839
ENSRNOT00000002518	ENSRNOG00000001840
ENSRNOT00000002519	ENSRNOG00000001837
ENSRNOT00000002520	ENSRNOG00000001842
ENSRNOT00000002522	ENSRNOG00000001843
ENSRNOT00000002523	ENSRNOG00000001844
ENSRNOT00000002524	ENSRNOG00000001845
ENSRNOT00000002527	ENSRNOG00000001847
ENSRNOT00000002528	ENSRNOG00000001851
ENSRNOT00000002530	ENSRNOG00000037909
ENSRNOT00000002533	ENSRNOG00000001849
ENSRNOT00000002539	ENSRNOG00000001858
ENSRNOT00000002540	ENSRNOG00000001859
ENSRNOT00000002542	ENSRNOG00000001861
ENSRNOT00000002546	ENSRNOG00000001864
ENSRNOT00000002550	ENSRNOG00000001867
ENSRNOT00000002552	ENSRNOG00000001868
ENSRNOT00000002553	ENSRNOG00000001869
ENSRNOT00000002554	ENSRNOG00000001870
ENSRNOT00000002557	ENSRNOG00000001872
ENSRNOT00000002558	ENSRNOG00000001873
ENSRNOT00000002560	ENSRNOG00000001874
ENSRNOT00000002567	ENSRNOG00000001876
ENSRNOT00000002568	ENSRNOG00000001877
ENSRNOT00000002574	ENSRNOG00000001880
ENSRNOT00000002576	ENSRNOG00000000281
ENSRNOT00000002579	ENSRNOG00000001884
ENSRNOT00000002581	ENSRNOG00000001886
ENSRNOT00000002593	ENSRNOG00000001890
ENSRNOT00000002596	ENSRNOG00000001891
ENSRNOT00000002597	ENSRNOG00000001892
ENSRNOT00000002599	ENSRNOG00000001893
ENSRNOT00000002617	ENSRNOG00000001908
ENSRNOT00000002621	ENSRNOG00000001912
ENSRNOT00000002634	ENSRNOG00000001923
ENSRNOT00000002636	ENSRNOG00000001924
ENSRNOT00000002638	ENSRNOG00000024955
ENSRNOT00000002640	ENSRNOG00000001926
ENSRNOT00000002645	ENSRNOG00000001928
ENSRNOT00000002649	ENSRNOG00000001930
ENSRNOT00000002650	ENSRNOG00000001931
ENSRNOT00000002656	ENSRNOG00000022934
ENSRNOT00000002667	ENSRNOG00000001945
ENSRNOT00000002669	ENSRNOG00000001949
ENSRNOT00000002670	ENSRNOG00000001950
ENSRNOT00000002671	ENSRNOG00000001951
ENSRNOT00000002673	ENSRNOG00000001943
ENSRNOT00000002676	ENSRNOG00000001955
ENSRNOT00000002678	ENSRNOG00000001956
ENSRNOT00000002679	ENSRNOG00000001953
ENSRNOT00000002680	ENSRNOG00000001957
ENSRNOT00000002683	ENSRNOG00000001962
ENSRNOT00000002684	ENSRNOG00000001958
ENSRNOT00000002695	ENSRNOG00000001963
ENSRNOT00000002699	ENSRNOG00000001967
ENSRNOT00000002700	ENSRNOG00000001971
ENSRNOT00000002704	ENSRNOG00000001973
ENSRNOT00000002705	ENSRNOG00000001973
ENSRNOT00000002712	ENSRNOG00000001980
ENSRNOT00000002713	ENSRNOG00000001976
ENSRNOT00000002715	ENSRNOG00000001979
ENSRNOT00000002717	ENSRNOG00000001984
ENSRNOT00000002718	ENSRNOG00000001986
ENSRNOT00000002719	ENSRNOG00000001982
ENSRNOT00000002724	ENSRNOG00000001990
ENSRNOT00000002727	ENSRNOG00000001992
ENSRNOT00000002728	ENSRNOG00000001990
ENSRNOT00000002732	ENSRNOG00000001991
ENSRNOT00000002736	ENSRNOG00000001996
ENSRNOT00000002738	ENSRNOG00000001989
ENSRNOT00000002743	ENSRNOG00000002002
ENSRNOT00000002745	ENSRNOG00000002005
ENSRNOT00000002746	ENSRNOG00000002004
ENSRNOT00000002755	ENSRNOG00000002011
ENSRNOT00000002759	ENSRNOG00000002013
ENSRNOT00000002760	ENSRNOG00000002014
ENSRNOT00000002769	ENSRNOG00000002021
ENSRNOT00000002771	ENSRNOG00000002026
ENSRNOT00000002775	ENSRNOG00000002028
ENSRNOT00000002776	ENSRNOG00000002031
ENSRNOT00000002779	ENSRNOG00000002032
ENSRNOT00000002790	ENSRNOG00000002041
ENSRNOT00000002793	ENSRNOG00000002024
ENSRNOT00000002797	ENSRNOG00000002044
ENSRNOT00000002799	ENSRNOG00000039048
ENSRNOT00000002800	ENSRNOG00000002036
ENSRNOT00000002807	ENSRNOG00000002042
ENSRNOT00000002809	ENSRNOG00000002050
ENSRNOT00000002812	ENSRNOG00000002051
ENSRNOT00000002814	ENSRNOG00000002053
ENSRNOT00000002815	ENSRNOG00000023484
ENSRNOT00000002819	ENSRNOG00000002057
ENSRNOT00000002824	ENSRNOG00000047876
ENSRNOT00000002827	ENSRNOG00000028648
ENSRNOT00000002834	ENSRNOG00000002070
ENSRNOT00000002837	ENSRNOG00000002074
ENSRNOT00000002838	ENSRNOG00000002072
ENSRNOT00000002843	ENSRNOG00000002075
ENSRNOT00000002844	ENSRNOG00000002074
ENSRNOT00000002851	ENSRNOG00000002080
ENSRNOT00000002853	ENSRNOG00000002069
ENSRNOT00000002860	ENSRNOG00000002085
ENSRNOT00000002862	ENSRNOG00000002100
ENSRNOT00000002864	ENSRNOG00000002091
ENSRNOT00000002866	ENSRNOG00000002092
ENSRNOT00000002867	ENSRNOG00000002093
ENSRNOT00000002869	ENSRNOG00000002097
ENSRNOT00000002872	ENSRNOG00000023923
ENSRNOT00000002876	ENSRNOG00000002089
ENSRNOT00000002879	ENSRNOG00000002106
ENSRNOT00000002881	ENSRNOG00000002104
ENSRNOT00000002882	ENSRNOG00000002112
ENSRNOT00000002883	ENSRNOG00000026504
ENSRNOT00000002885	ENSRNOG00000002115
ENSRNOT00000002887	ENSRNOG00000002117
ENSRNOT00000002888	ENSRNOG00000002121
ENSRNOT00000002890	ENSRNOG00000046308
ENSRNOT00000002894	ENSRNOG00000002127
ENSRNOT00000002895	ENSRNOG00000002126
ENSRNOT00000002896	ENSRNOG00000002122
ENSRNOT00000002897	ENSRNOG00000002129
ENSRNOT00000002899	ENSRNOG00000002120
ENSRNOT00000002905	ENSRNOG00000002128
ENSRNOT00000002906	ENSRNOG00000002094
ENSRNOT00000002907	ENSRNOG00000002137
ENSRNOT00000002908	ENSRNOG00000002139
ENSRNOT00000002916	ENSRNOG00000002146
ENSRNOT00000002917	ENSRNOG00000002110
ENSRNOT00000002918	ENSRNOG00000002142
ENSRNOT00000002921	ENSRNOG00000002135
ENSRNOT00000002924	ENSRNOG00000002125
ENSRNOT00000002927	ENSRNOG00000002154
ENSRNOT00000002928	ENSRNOG00000002149
ENSRNOT00000002933	ENSRNOG00000002161
ENSRNOT00000002936	ENSRNOG00000002159
ENSRNOT00000002938	ENSRNOG00000002158
ENSRNOT00000002941	ENSRNOG00000002164
ENSRNOT00000002942	ENSRNOG00000002151
ENSRNOT00000002943	ENSRNOG00000002168
ENSRNOT00000002946	ENSRNOG00000002168
ENSRNOT00000002953	ENSRNOG00000002169
ENSRNOT00000002956	ENSRNOG00000002165
ENSRNOT00000002957	ENSRNOG00000002176
ENSRNOT00000002960	ENSRNOG00000002163
ENSRNOT00000002962	ENSRNOG00000002178
ENSRNOT00000002969	ENSRNOG00000026324
ENSRNOT00000002973	ENSRNOG00000002186
ENSRNOT00000002974	ENSRNOG00000002181
ENSRNOT00000002975	ENSRNOG00000002187
ENSRNOT00000002976	ENSRNOG00000002175
ENSRNOT00000002977	ENSRNOG00000002185
ENSRNOT00000002980	ENSRNOG00000002174
ENSRNOT00000002981	ENSRNOG00000002175
ENSRNOT00000002982	ENSRNOG00000002191
ENSRNOT00000002983	ENSRNOG00000002188
ENSRNOT00000002984	ENSRNOG00000002192
ENSRNOT00000002987	ENSRNOG00000002194
ENSRNOT00000002990	ENSRNOG00000002200
ENSRNOT00000002991	ENSRNOG00000002196
ENSRNOT00000002992	ENSRNOG00000002177
ENSRNOT00000002995	ENSRNOG00000002202
ENSRNOT00000002996	ENSRNOG00000002205
ENSRNOT00000003001	ENSRNOG00000002208
ENSRNOT00000003004	ENSRNOG00000002210
ENSRNOT00000003006	ENSRNOG00000002203
ENSRNOT00000003009	ENSRNOG00000002204
ENSRNOT00000003010	ENSRNOG00000002199
ENSRNOT00000003012	ENSRNOG00000002217
ENSRNOT00000003013	ENSRNOG00000038761
ENSRNOT00000003017	ENSRNOG00000002207
ENSRNOT00000003020	ENSRNOG00000002218
ENSRNOT00000003021	ENSRNOG00000002216
ENSRNOT00000003022	ENSRNOG00000002223
ENSRNOT00000003024	ENSRNOG00000002224
ENSRNOT00000003026	ENSRNOG00000002214
ENSRNOT00000003046	ENSRNOG00000023650
ENSRNOT00000003048	ENSRNOG00000002240
ENSRNOT00000003050	ENSRNOG00000002227
ENSRNOT00000003052	ENSRNOG00000002225
ENSRNOT00000003060	ENSRNOG00000002241
ENSRNOT00000003061	ENSRNOG00000002248
ENSRNOT00000003068	ENSRNOG00000002253
ENSRNOT00000003070	ENSRNOG00000002247
ENSRNOT00000003072	ENSRNOG00000002251
ENSRNOT00000003075	ENSRNOG00000022256
ENSRNOT00000003076	ENSRNOG00000002258
ENSRNOT00000003077	ENSRNOG00000002244
ENSRNOT00000003080	ENSRNOG00000002266
ENSRNOT00000003082	ENSRNOG00000022242
ENSRNOT00000003083	ENSRNOG00000002262
ENSRNOT00000003085	ENSRNOG00000002267
ENSRNOT00000003087	ENSRNOG00000002271
ENSRNOT00000003088	ENSRNOG00000002272
ENSRNOT00000003091	ENSRNOG00000002276
ENSRNOT00000003092	ENSRNOG00000002265
ENSRNOT00000003102	ENSRNOG00000002273
ENSRNOT00000003106	ENSRNOG00000002270
ENSRNOT00000003125	ENSRNOG00000002278
ENSRNOT00000003128	ENSRNOG00000002254
ENSRNOT00000003129	ENSRNOG00000038835
ENSRNOT00000003137	ENSRNOG00000002289
ENSRNOT00000003139	ENSRNOG00000002304
ENSRNOT00000003145	ENSRNOG00000002285
ENSRNOT00000003146	ENSRNOG00000002312
ENSRNOT00000003150	ENSRNOG00000002294
ENSRNOT00000003155	ENSRNOG00000002309
ENSRNOT00000003156	ENSRNOG00000002321
ENSRNOT00000003158	ENSRNOG00000002292
ENSRNOT00000003164	ENSRNOG00000025338
ENSRNOT00000003170	ENSRNOG00000002327
ENSRNOT00000003173	ENSRNOG00000002292
ENSRNOT00000003174	ENSRNOG00000002333
ENSRNOT00000003177	ENSRNOG00000002322
ENSRNOT00000003179	ENSRNOG00000002338
ENSRNOT00000003180	ENSRNOG00000002340
ENSRNOT00000003182	ENSRNOG00000002331
ENSRNOT00000003188	ENSRNOG00000002323
ENSRNOT00000003189	ENSRNOG00000002305
ENSRNOT00000003190	ENSRNOG00000002346
ENSRNOT00000003191	ENSRNOG00000002336
ENSRNOT00000003192	ENSRNOG00000002332
ENSRNOT00000003193	ENSRNOG00000002314
ENSRNOT00000003197	ENSRNOG00000002349
ENSRNOT00000003198	ENSRNOG00000002339
ENSRNOT00000003207	ENSRNOG00000002345
ENSRNOT00000003208	ENSRNOG00000002350
ENSRNOT00000003213	ENSRNOG00000046271
ENSRNOT00000003216	ENSRNOG00000002353
ENSRNOT00000003219	ENSRNOG00000002358
ENSRNOT00000003224	ENSRNOG00000002372
ENSRNOT00000003228	ENSRNOG00000002364
ENSRNOT00000003235	ENSRNOG00000002379
ENSRNOT00000003237	ENSRNOG00000002361
ENSRNOT00000003239	ENSRNOG00000002369
ENSRNOT00000003240	ENSRNOG00000002360
ENSRNOT00000003246	ENSRNOG00000002388
ENSRNOT00000003247	ENSRNOG00000002389
ENSRNOT00000003248	ENSRNOG00000002343
ENSRNOT00000003249	ENSRNOG00000002378
ENSRNOT00000003251	ENSRNOG00000002373
ENSRNOT00000003255	ENSRNOG00000030314
ENSRNOT00000003265	ENSRNOG00000002365
ENSRNOT00000003268	ENSRNOG00000002382
ENSRNOT00000003274	ENSRNOG00000002396
ENSRNOT00000003277	ENSRNOG00000002301
ENSRNOT00000003280	ENSRNOG00000002414
ENSRNOT00000003282	ENSRNOG00000002413
ENSRNOT00000003283	ENSRNOG00000002419
ENSRNOT00000003284	ENSRNOG00000002407
ENSRNOT00000003286	ENSRNOG00000002428
ENSRNOT00000003295	ENSRNOG00000002425
ENSRNOT00000003296	ENSRNOG00000002429
ENSRNOT00000003297	ENSRNOG00000002434
ENSRNOT00000003308	ENSRNOG00000002436
ENSRNOT00000003309	ENSRNOG00000002420
ENSRNOT00000003313	ENSRNOG00000002418
ENSRNOT00000003314	ENSRNOG00000002417
ENSRNOT00000003320	ENSRNOG00000002403
ENSRNOT00000003326	ENSRNOG00000038881
ENSRNOT00000003327	ENSRNOG00000002408
ENSRNOT00000003332	ENSRNOG00000002452
ENSRNOT00000003339	ENSRNOG00000002469
ENSRNOT00000003340	ENSRNOG00000002459
ENSRNOT00000003343	ENSRNOG00000002470
ENSRNOT00000003346	ENSRNOG00000002433
ENSRNOT00000003348	ENSRNOG00000002475
ENSRNOT00000003349	ENSRNOG00000002461
ENSRNOT00000003359	ENSRNOG00000002450
ENSRNOT00000003361	ENSRNOG00000002443
ENSRNOT00000003363	ENSRNOG00000002486
ENSRNOT00000003369	ENSRNOG00000002474
ENSRNOT00000003371	ENSRNOG00000002495
ENSRNOT00000003376	ENSRNOG00000002497
ENSRNOT00000003378	ENSRNOG00000002501
ENSRNOT00000003382	ENSRNOG00000002484
ENSRNOT00000003391	ENSRNOG00000002478
ENSRNOT00000003397	ENSRNOG00000002509
ENSRNOT00000003402	ENSRNOG00000002462
ENSRNOT00000003405	ENSRNOG00000002517
ENSRNOT00000003407	ENSRNOG00000002468
ENSRNOT00000003409	ENSRNOG00000002460
ENSRNOT00000003412	ENSRNOG00000002520
ENSRNOT00000003413	ENSRNOG00000002440
ENSRNOT00000003414	ENSRNOG00000002529
ENSRNOT00000003420	ENSRNOG00000002532
ENSRNOT00000003421	ENSRNOG00000002535
ENSRNOT00000003425	ENSRNOG00000002540
ENSRNOT00000003428	ENSRNOG00000002538
ENSRNOT00000003432	ENSRNOG00000024525
ENSRNOT00000003435	ENSRNOG00000002514
ENSRNOT00000003437	ENSRNOG00000002541
ENSRNOT00000003438	ENSRNOG00000002480
ENSRNOT00000003439	ENSRNOG00000002545
ENSRNOT00000003441	ENSRNOG00000002549
ENSRNOT00000003443	ENSRNOG00000038970
ENSRNOT00000003447	ENSRNOG00000002488
ENSRNOT00000003449	ENSRNOG00000002536
ENSRNOT00000003450	ENSRNOG00000002539
ENSRNOT00000003451	ENSRNOG00000002564
ENSRNOT00000003452	ENSRNOG00000002548
ENSRNOT00000003455	ENSRNOG00000002566
ENSRNOT00000003458	ENSRNOG00000002568
ENSRNOT00000003460	ENSRNOG00000002569
ENSRNOT00000003465	ENSRNOG00000002571
ENSRNOT00000003466	ENSRNOG00000002555
ENSRNOT00000003470	ENSRNOG00000002546
ENSRNOT00000003472	ENSRNOG00000002579
ENSRNOT00000003473	ENSRNOG00000002575
ENSRNOT00000003475	ENSRNOG00000002578
ENSRNOT00000003479	ENSRNOG00000002574
ENSRNOT00000003486	ENSRNOG00000002582
ENSRNOT00000003489	ENSRNOG00000002593
ENSRNOT00000003492	ENSRNOG00000002542
ENSRNOT00000003494	ENSRNOG00000002565
ENSRNOT00000003495	ENSRNOG00000002583
ENSRNOT00000003498	ENSRNOG00000002597
ENSRNOT00000003501	ENSRNOG00000002602
ENSRNOT00000003511	ENSRNOG00000002607
ENSRNOT00000003512	ENSRNOG00000002592
ENSRNOT00000003514	ENSRNOG00000002610
ENSRNOT00000003515	ENSRNOG00000002599
ENSRNOT00000003517	ENSRNOG00000002580
ENSRNOT00000003519	ENSRNOG00000002511
